name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation,major_classification,subclass_category,country,country_abrv,pop_density_km_squared,pop_density_mi_squared,1950_pop_thousands,2000_pop_thousands,2015_pop_thousands
Coahuila,5387,Valid,"Iron, IIAB",2100000.0,Found,1837.0,28.7,-102.73333000000001,"(28.7, -102.73333)",Iron,IIAB,Mexico,MX,64.0,25.0,27737,98872,119175
Colonia Obrera,5405,Valid,"Iron, IIIE",12200.0,Found,1973.0,24.01667,-104.66667,"(24.01667, -104.66667)",Iron,Iron,Mexico,MX,64.0,25.0,27737,98872,119175
Cruz del Aire,5478,Valid,"Iron, ungrouped",23000.0,Found,1911.0,26.5,-100.0,"(26.5, -100.0)",Iron,Iron,Mexico,MX,64.0,25.0,27737,98872,119175
Cumpas,5497,Valid,"Iron, IIIAB",28600.0,Found,1903.0,30.0,-109.66667,"(30.0, -109.66667)",Iron,IIIAB,Mexico,MX,64.0,25.0,27737,98872,119175
El Burro,7793,Valid,"Iron, IIAB",35900.0,Found,1939.0,29.33333,-101.83333,"(29.33333, -101.83333)",Iron,IIAB,Mexico,MX,64.0,25.0,27737,98872,119175
El Carmen,7795,Valid,H6,629.0,Found,1987.0,26.866670000000003,-105.23333000000001,"(26.86667, -105.23333)",Chondrite,H,Mexico,MX,64.0,25.0,27737,98872,119175
El Pozo,7814,Valid,L5,460.0,Found,1998.0,26.933329999999998,-105.4,"(26.93333, -105.4)",Chondrite,L,Mexico,MX,64.0,25.0,27737,98872,119175
Escalón,10050,Valid,H4,54.3,Found,1979.0,27.0,-104.0,"(27.0, -104.0)",Chondrite,H,Mexico,MX,64.0,25.0,27737,98872,119175
Espiritu Santo,10053,Valid,"Iron, IIIAB",89.0,Found,,20.0,-102.18333,"(20.0, -102.18333)",Iron,IIIAB,Mexico,MX,64.0,25.0,27737,98872,119175
Gruñidora,11427,Valid,H4,130.0,Found,1998.0,24.16667,-102.0,"(24.16667, -102.0)",Chondrite,H,Mexico,MX,64.0,25.0,27737,98872,119175
Guadalupe y Calvo,11431,Valid,"Iron, IIAB",58630.0,Found,1971.0,26.1,-106.96667,"(26.1, -106.96667)",Iron,IIAB,Mexico,MX,64.0,25.0,27737,98872,119175
Huizopa,11985,Valid,"Iron, IVA",140000.0,Found,1907.0,28.9,-108.56667,"(28.9, -108.56667)",Iron,Iron,Mexico,MX,64.0,25.0,27737,98872,119175
Isla del Espíritu Santo,12050,Valid,L6,869.0,Found,1999.0,24.51667,-111.36667,"(24.51667, -111.36667)",Chondrite,L,Mexico,MX,64.0,25.0,27737,98872,119175
Jaralito,12073,Valid,"Iron, IAB-MG",11138.0,Found,1977.0,26.265829999999998,-103.885,"(26.26583, -103.885)",Iron,IAB,Mexico,MX,64.0,25.0,27737,98872,119175
Juanita de Angeles,12204,Valid,H5,85000.0,Found,1992.0,28.41667,-105.08333,"(28.41667, -105.08333)",Chondrite,H,Mexico,MX,64.0,25.0,27737,98872,119175
La Banderia,12391,Valid,LL5,54.3,Found,1986.0,24.35,-102.16667,"(24.35, -102.16667)",Chondrite,LL,Mexico,MX,64.0,25.0,27737,98872,119175
La Ciénega,51052,Valid,H6,7632.0,Found,2007.0,30.201859999999996,-111.93587,"(30.20186, -111.93587)",Chondrite,H,Mexico,MX,64.0,25.0,27737,98872,119175
La Escondida,12397,Valid,H5,8.2,Found,1979.0,24.34167,-102.075,"(24.34167, -102.075)",Chondrite,H,Mexico,MX,64.0,25.0,27737,98872,119175
La Esmeralda,12398,Valid,L6,483.0,Found,1999.0,27.066670000000002,-103.43333,"(27.06667, -103.43333)",Chondrite,L,Mexico,MX,64.0,25.0,27737,98872,119175
Las Colonas,12733,Valid,Howardite,148.0,Found,1994.0,22.58333,-101.98333000000001,"(22.58333, -101.98333)",Achondrite,Howardite,Mexico,MX,64.0,25.0,27737,98872,119175
Loreto,14705,Valid,"Iron, IIIAB",94800.0,Found,1896.0,26.01667,-111.36667,"(26.01667, -111.36667)",Iron,IIIAB,Mexico,MX,64.0,25.0,27737,98872,119175
Los Reyes,14709,Valid,"Iron, IIIAB",19500.0,Found,1897.0,19.26667,-97.28333,"(19.26667, -97.28333)",Iron,IIIAB,Mexico,MX,64.0,25.0,27737,98872,119175
Misteca,16705,Valid,"Iron, ungrouped",10000.0,Found,1804.0,16.8,-97.1,"(16.8, -97.1)",Iron,Iron,Mexico,MX,64.0,25.0,27737,98872,119175
Moctezuma,16710,Valid,"Iron, IAB-sLL",1700.0,Found,1889.0,29.8,-109.66667,"(29.8, -109.66667)",Iron,IAB,Mexico,MX,64.0,25.0,27737,98872,119175
Morito,16745,Valid,"Iron, IIIAB",10100000.0,Found,1600.0,27.05,-105.43333,"(27.05, -105.43333)",Iron,IIIAB,Mexico,MX,64.0,25.0,27737,98872,119175
Nuevo Mercurio (c),48690,Valid,H5-6,16.8,Found,,24.26,-102.14083000000001,"(24.26, -102.14083)",Chondrite,H,Mexico,MX,64.0,25.0,27737,98872,119175
Otinapa,18043,Valid,"Pallasite, PMG",8400.0,Found,1986.0,24.183329999999998,-105.03333,"(24.18333, -105.03333)",Stony-Iron,Pallasite,Mexico,MX,64.0,25.0,27737,98872,119175
Puente del Zacate,18894,Valid,"Iron, IIIAB",30790.0,Found,1904.0,27.866670000000003,-101.5,"(27.86667, -101.5)",Iron,IIIAB,Mexico,MX,64.0,25.0,27737,98872,119175
Puerto Libertad,18897,Valid,L,66.0,Found,1973.0,29.9,-112.68333,"(29.9, -112.68333)",Chondrite,L,Mexico,MX,64.0,25.0,27737,98872,119175
Queretaro,22359,Valid,H4,5000.0,Found,1971.0,20.633329999999997,-100.38333,"(20.63333, -100.38333)",Chondrite,H,Mexico,MX,64.0,25.0,27737,98872,119175
Rancho Blanco,22388,Valid,Eucrite-mmict,155.0,Found,1987.0,24.3,-102.18333,"(24.3, -102.18333)",Achondrite,Eucrite,Mexico,MX,64.0,25.0,27737,98872,119175
Rancho de la Pila (1882),22389,Valid,"Iron, IIIAB",46500.0,Found,1882.0,24.116670000000003,-104.3,"(24.11667, -104.3)",Iron,IIIAB,Mexico,MX,64.0,25.0,27737,98872,119175
Rancho Gomelia,22391,Valid,"Iron, IIIAB",15650.0,Found,1975.0,24.51667,-105.25,"(24.51667, -105.25)",Iron,IIIAB,Mexico,MX,64.0,25.0,27737,98872,119175
Rodeo,22643,Valid,"Iron, IID",44000.0,Found,1852.0,25.33333,-104.66667,"(25.33333, -104.66667)",Iron,Iron,Mexico,MX,64.0,25.0,27737,98872,119175
Salaices,23105,Valid,H4,24500.0,Found,1971.0,27.0,-105.25,"(27.0, -105.25)",Chondrite,H,Mexico,MX,64.0,25.0,27737,98872,119175
San Francisco del Mezquital,23123,Valid,"Iron, IIAB",7500.0,Found,1868.0,23.48333,-104.36667,"(23.48333, -104.36667)",Iron,IIAB,Mexico,MX,64.0,25.0,27737,98872,119175
San José,23125,Valid,H5,532.0,Found,1944.0,24.7,-99.08333,"(24.7, -99.08333)",Chondrite,H,Mexico,MX,64.0,25.0,27737,98872,119175
Santa Apolonia,23160,Valid,"Iron, IIIAB",1316000.0,Found,1872.0,19.21667,-98.3,"(19.21667, -98.3)",Iron,IIIAB,Mexico,MX,64.0,25.0,27737,98872,119175
Santa Clara,23163,Valid,"Iron, IVB",63000.0,Found,1976.0,24.46667,-103.35,"(24.46667, -103.35)",Iron,Iron,Mexico,MX,64.0,25.0,27737,98872,119175
Santa Rosalia,23168,Valid,"Pallasite, PMG",1631.0,Found,1950.0,27.33333,-112.33333,"(27.33333, -112.33333)",Stony-Iron,Pallasite,Mexico,MX,64.0,25.0,27737,98872,119175
Santiago Papasquiero,23169,Valid,"Iron, ungrouped",119500.0,Found,1958.0,24.5,-106.0,"(24.5, -106.0)",Iron,Iron,Mexico,MX,64.0,25.0,27737,98872,119175
Sierra Blanca,23587,Valid,"Iron, IAB?",405.0,Found,1784.0,27.15,-104.9,"(27.15, -104.9)",Iron,IAB,Mexico,MX,64.0,25.0,27737,98872,119175
Signal Mountain,23592,Valid,"Iron, IVA",63500.0,Found,1919.0,32.5,-115.5,"(32.5, -115.5)",Iron,Iron,Mexico,MX,64.0,25.0,27737,98872,119175
Sombrerete,23664,Valid,"Iron, IAB-sHL",10000.0,Found,1958.0,23.633329999999997,-103.66667,"(23.63333, -103.66667)",Iron,IAB,Mexico,MX,64.0,25.0,27737,98872,119175
Tarahumara,23876,Valid,"Iron, IIE",2500.0,Found,1994.0,28.5,-106.25,"(28.5, -106.25)",Iron,Iron,Mexico,MX,64.0,25.0,27737,98872,119175
Teocaltiche,23901,Valid,Iron,10000.0,Found,1903.0,21.433329999999998,-102.56667,"(21.43333, -102.56667)",Iron,Iron,Mexico,MX,64.0,25.0,27737,98872,119175
Tlacotepec,24013,Valid,"Iron, IVB",71000.0,Found,1903.0,18.65,-97.55,"(18.65, -97.55)",Iron,Iron,Mexico,MX,64.0,25.0,27737,98872,119175
Toluca,24018,Valid,"Iron, IAB-sLL",3000000.0,Found,1776.0,19.566670000000002,-99.56667,"(19.56667, -99.56667)",Iron,IAB,Mexico,MX,64.0,25.0,27737,98872,119175
Torreon de Mata,24031,Valid,L6,610.0,Found,1983.0,26.83333,-105.41667,"(26.83333, -105.41667)",Chondrite,L,Mexico,MX,64.0,25.0,27737,98872,119175
Tres Castillos,24047,Valid,"Iron, ungrouped",150000.0,Found,1992.0,29.47,-105.8,"(29.47, -105.8)",Iron,Iron,Mexico,MX,64.0,25.0,27737,98872,119175
Uruachic,24130,Valid,"Iron, IIIAB",13000.0,Found,1989.0,27.85,-108.23333000000001,"(27.85, -108.23333)",Iron,IIIAB,Mexico,MX,64.0,25.0,27737,98872,119175
Villa Coronado,24177,Valid,H5,2900.0,Found,1983.0,26.75,-105.25,"(26.75, -105.25)",Chondrite,H,Mexico,MX,64.0,25.0,27737,98872,119175
Villa Natamoros,24178,Valid,L3.7,156.0,Found,1987.0,26.75,-105.4,"(26.75, -105.4)",Chondrite,L,Mexico,MX,64.0,25.0,27737,98872,119175
Yanhuitlan,30349,Valid,"Iron, IVA",421000.0,Found,1825.0,17.53333,-97.35,"(17.53333, -97.35)",Iron,Iron,Mexico,MX,64.0,25.0,27737,98872,119175
Zacatecas (1792),30381,Valid,"Iron, ungrouped",1000000.0,Found,1792.0,22.816670000000002,-102.56667,"(22.81667, -102.56667)",Iron,Iron,Mexico,MX,64.0,25.0,27737,98872,119175
Zapaliname,30392,Valid,"Iron, IAB-MG",85000.0,Found,1998.0,25.009439999999998,-100.75,"(25.00944, -100.75)",Iron,IAB,Mexico,MX,64.0,25.0,27737,98872,119175
Zapotitlán Salinas,30394,Valid,L4,27.7,Found,1984.0,18.33333,-97.5,"(18.33333, -97.5)",Chondrite,L,Mexico,MX,64.0,25.0,27737,98872,119175
Achiras,370,Valid,L6,780.0,Fell,1902.0,-33.16667,-64.95,"(-33.16667, -64.95)",Chondrite,L,Argentina,AR,16.0,6.0,17150,37032,43498
Aguada,398,Valid,L6,1620.0,Fell,1930.0,-31.6,-65.23333000000001,"(-31.6, -65.23333)",Chondrite,L,Argentina,AR,16.0,6.0,17150,37032,43498
Aguila Blanca,417,Valid,L,1440.0,Fell,1920.0,-30.866670000000003,-64.55,"(-30.86667, -64.55)",Chondrite,L,Argentina,AR,16.0,6.0,17150,37032,43498
Arbol Solo,2325,Valid,H5,810.0,Fell,1954.0,-33.0,-66.0,"(-33.0, -66.0)",Chondrite,H,Argentina,AR,16.0,6.0,17150,37032,43498
Arroyo Aguiar,2340,Valid,H5,7450.0,Fell,1950.0,-31.41667,-60.666669999999996,"(-31.41667, -60.66667)",Chondrite,H,Argentina,AR,16.0,6.0,17150,37032,43498
Berduc,48975,Valid,L6,270.0,Fell,2008.0,-31.91,-58.32833,"(-31.91, -58.32833)",Chondrite,L,Argentina,AR,16.0,6.0,17150,37032,43498
Capilla del Monte,5264,Valid,H6,750.0,Fell,1934.0,-30.883329999999997,-64.55,"(-30.88333, -64.55)",Chondrite,H,Argentina,AR,16.0,6.0,17150,37032,43498
Chajari,5316,Valid,L5,18300.0,Fell,1933.0,-30.78333,-58.05,"(-30.78333, -58.05)",Chondrite,L,Argentina,AR,16.0,6.0,17150,37032,43498
Distrito Quebracho,7649,Valid,H4,400.0,Fell,1957.0,-31.883329999999997,-60.46666999999999,"(-31.88333, -60.46667)",Chondrite,H,Argentina,AR,16.0,6.0,17150,37032,43498
Gualeguaychú,11432,Valid,H6,22000.0,Fell,1932.0,-33.0,-58.61666999999999,"(-33.0, -58.61667)",Chondrite,H,Argentina,AR,16.0,6.0,17150,37032,43498
Isthilart,12053,Valid,H5,3050.0,Fell,1928.0,-31.183329999999998,-57.95,"(-31.18333, -57.95)",Chondrite,H,Argentina,AR,16.0,6.0,17150,37032,43498
La Colina,12395,Valid,H5,2000.0,Fell,1924.0,-37.33333,-61.53333000000001,"(-37.33333, -61.53333)",Chondrite,H,Argentina,AR,16.0,6.0,17150,37032,43498
La Criolla,12396,Valid,L6,45000.0,Fell,1985.0,-31.23333,-58.166669999999996,"(-31.23333, -58.16667)",Chondrite,L,Argentina,AR,16.0,6.0,17150,37032,43498
Medanitos,15467,Valid,Eucrite-cm,31.0,Fell,1953.0,-27.25,-67.5,"(-27.25, -67.5)",Achondrite,Eucrite,Argentina,AR,16.0,6.0,17150,37032,43498
Nogoya,16989,Valid,CM2,4000.0,Fell,1879.0,-32.36667,-59.833330000000004,"(-32.36667, -59.83333)",Chondrite,C,Argentina,AR,16.0,6.0,17150,37032,43498
Palca de Aparzo,18074,Valid,L5,1430.0,Fell,1988.0,-23.116670000000003,-65.1,"(-23.11667, -65.1)",Chondrite,L,Argentina,AR,16.0,6.0,17150,37032,43498
Raco,22368,Valid,H5,5000.0,Fell,1957.0,-26.66667,-65.45,"(-26.66667, -65.45)",Chondrite,H,Argentina,AR,16.0,6.0,17150,37032,43498
Renca,22587,Valid,L5,300.0,Fell,1925.0,-32.75,-65.28333,"(-32.75, -65.28333)",Chondrite,L,Argentina,AR,16.0,6.0,17150,37032,43498
Uzcudun,24140,Valid,L,20000.0,Fell,1948.0,-44.11667,-66.15,"(-44.11667, -66.15)",Chondrite,L,Argentina,AR,16.0,6.0,17150,37032,43498
Santa Isabel,23165,Valid,L6,5500.0,Fell,1924.0,-33.9,-61.7,"(-33.9, -61.7)",Chondrite,L,Argentina,AR,16.0,6.0,17150,37032,43498
Santa Lucia (2008),50909,Valid,L6,4000.0,Fell,2008.0,-31.535556,-68.48944399999999,"(-31.535556, -68.489444)",Chondrite,L,Argentina,AR,16.0,6.0,17150,37032,43498
Agua Blanca,397,Valid,"Iron, IIIAB",49000.0,Found,1938.0,-28.91667,-66.95,"(-28.91667, -66.95)",Iron,IIIAB,Argentina,AR,16.0,6.0,17150,37032,43498
Agua Blanca,397,Valid,"Iron, IIIAB",49000.0,Found,1938.0,-28.91667,-66.95,"(-28.91667, -66.95)",Iron,IIIAB,Argentina,AR,16.0,6.0,17150,37032,43498
Aguas Calientes,399,Valid,H,260.1,Found,1971.0,-25.5,-68.4,"(-25.5, -68.4)",Chondrite,H,Argentina,AR,16.0,6.0,17150,37032,43498
Aguas Calientes,399,Valid,H,260.1,Found,1971.0,-25.5,-68.4,"(-25.5, -68.4)",Chondrite,H,Argentina,AR,16.0,6.0,17150,37032,43498
Cachari,5189,Valid,Eucrite-mmict,23500.0,Found,1916.0,-36.4,-59.5,"(-36.4, -59.5)",Achondrite,Eucrite,Argentina,AR,16.0,6.0,17150,37032,43498
Campo de Pucara (iron),5246,Valid,Iron,41.0,Found,1879.0,-27.66667,-67.11667,"(-27.66667, -67.11667)",Iron,Iron,Argentina,AR,16.0,6.0,17150,37032,43498
Campo del Cielo,5247,Valid,"Iron, IAB-MG",50000000.0,Found,1575.0,-27.46667,-60.583330000000004,"(-27.46667, -60.58333)",Iron,IAB,Argentina,AR,16.0,6.0,17150,37032,43498
Caperr,5263,Valid,"Iron, IIIAB",113900.0,Found,1869.0,-45.28333,-70.48333000000001,"(-45.28333, -70.48333)",Iron,IIIAB,Argentina,AR,16.0,6.0,17150,37032,43498
Casilda,5288,Valid,H5,5250.0,Found,1937.0,-33.1,-61.13333000000001,"(-33.1, -61.13333)",Chondrite,H,Argentina,AR,16.0,6.0,17150,37032,43498
Coronel Arnold,5445,Valid,L,450.0,Found,1962.0,-33.06667,-61.0,"(-33.06667, -61.0)",Chondrite,L,Argentina,AR,16.0,6.0,17150,37032,43498
Cruz del Eje,51739,Valid,"Iron, IAB complex",14000.0,Found,1971.0,-30.75,-64.78333,"(-30.75, -64.78333)",Iron,IAB,Argentina,AR,16.0,6.0,17150,37032,43498
Dadin,5503,Valid,Iron,27300.0,Found,1949.0,-38.91667,-69.2,"(-38.91667, -69.2)",Iron,Iron,Argentina,AR,16.0,6.0,17150,37032,43498
Deán Funes,6635,Valid,H5,9260.0,Found,1977.0,-30.433329999999998,-64.2,"(-30.43333, -64.2)",Chondrite,H,Argentina,AR,16.0,6.0,17150,37032,43498
D'Orbigny,7714,Valid,Angrite,16550.0,Found,1979.0,-37.66667,-61.65,"(-37.66667, -61.65)",Achondrite,Angrite,Argentina,AR,16.0,6.0,17150,37032,43498
El Perdido,7813,Valid,H5,30250.0,Found,1905.0,-38.68333,-61.1,"(-38.68333, -61.1)",Chondrite,H,Argentina,AR,16.0,6.0,17150,37032,43498
El Sampal,7817,Valid,"Iron, IIIAB",142000.0,Found,1973.0,-44.53333,-70.36667,"(-44.53333, -70.36667)",Iron,IIIAB,Argentina,AR,16.0,6.0,17150,37032,43498
El Simbolar,7818,Valid,Iron,40000.0,Found,1938.0,-30.633329999999997,-64.88333,"(-30.63333, -64.88333)",Iron,Iron,Argentina,AR,16.0,6.0,17150,37032,43498
El Timbu,7820,Valid,Iron,500000.0,Found,1942.0,-33.11667,-60.96666999999999,"(-33.11667, -60.96667)",Iron,Iron,Argentina,AR,16.0,6.0,17150,37032,43498
Esquel,10054,Valid,"Pallasite, PMG",755000.0,Found,1951.0,-42.9,-71.33333,"(-42.9, -71.33333)",Stony-Iron,Pallasite,Argentina,AR,16.0,6.0,17150,37032,43498
Fortuna,10169,Valid,Winonaite,312.0,Found,1998.0,-35.13333,-65.36667,"(-35.13333, -65.36667)",Achondrite,Winonaite,Argentina,AR,16.0,6.0,17150,37032,43498
Gan Gan,10852,Valid,"Iron, IVA",83000.0,Found,1984.0,-42.66667,-68.08333,"(-42.66667, -68.08333)",Iron,Iron,Argentina,AR,16.0,6.0,17150,37032,43498
Garabato,10856,Valid,H5,160000.0,Found,1995.0,-28.866670000000003,-60.2,"(-28.86667, -60.2)",Chondrite,H,Argentina,AR,16.0,6.0,17150,37032,43498
Hinojal,11887,Valid,L6,50000.0,Found,1927.0,-32.36667,-60.15,"(-32.36667, -60.15)",Chondrite,L,Argentina,AR,16.0,6.0,17150,37032,43498
Hinojo,11888,Valid,H,1155.0,Found,1928.0,-36.86667,-60.166669999999996,"(-36.86667, -60.16667)",Chondrite,H,Argentina,AR,16.0,6.0,17150,37032,43498
Indio Rico,12032,Valid,H6,15000.0,Found,1887.0,-38.33333,-60.88333000000001,"(-38.33333, -60.88333)",Chondrite,H,Argentina,AR,16.0,6.0,17150,37032,43498
Juarez,12205,Valid,L6,6100.0,Found,1938.0,-37.55,-60.15,"(-37.55, -60.15)",Chondrite,L,Argentina,AR,16.0,6.0,17150,37032,43498
Laguna Manantiales,12413,Valid,Iron,92000.0,Found,1945.0,-48.58333,-67.41667,"(-48.58333, -67.41667)",Iron,Iron,Argentina,AR,16.0,6.0,17150,37032,43498
Lahmada,12414,Valid,H6,7360.0,Found,1998.0,27.16667,-9.5,"(27.16667, -9.5)",Chondrite,H,Argentina,AR,16.0,6.0,17150,37032,43498
Lahmada 002,12415,Valid,L6,360.1,Found,1999.0,27.16667,-9.5,"(27.16667, -9.5)",Chondrite,L,Argentina,AR,16.0,6.0,17150,37032,43498
Lahmada 003,12416,Valid,L6,374.5,Found,1999.0,27.16667,-9.5,"(27.16667, -9.5)",Chondrite,L,Argentina,AR,16.0,6.0,17150,37032,43498
Lahmada 004,12417,Valid,H6,139.6,Found,1999.0,27.16667,-9.5,"(27.16667, -9.5)",Chondrite,H,Argentina,AR,16.0,6.0,17150,37032,43498
Lahmada 005,12418,Valid,L4/5,103.1,Found,1999.0,27.16667,-9.5,"(27.16667, -9.5)",Chondrite,L,Argentina,AR,16.0,6.0,17150,37032,43498
Lahmada 006,12419,Valid,L6,904.6,Found,1999.0,27.16667,-9.5,"(27.16667, -9.5)",Chondrite,L,Argentina,AR,16.0,6.0,17150,37032,43498
Lahmada 007,12420,Valid,H5,620.6,Found,1999.0,27.16667,-9.5,"(27.16667, -9.5)",Chondrite,H,Argentina,AR,16.0,6.0,17150,37032,43498
Lahmada 008,12421,Valid,L6,43.3,Found,1999.0,27.16667,-9.5,"(27.16667, -9.5)",Chondrite,L,Argentina,AR,16.0,6.0,17150,37032,43498
Lahmada 009,12422,Valid,H3-6,70000.0,Found,1999.0,27.16667,-9.5,"(27.16667, -9.5)",Chondrite,H,Argentina,AR,16.0,6.0,17150,37032,43498
Lahmada 010,12423,Valid,H6,117.4,Found,1999.0,27.16667,-9.5,"(27.16667, -9.5)",Chondrite,H,Argentina,AR,16.0,6.0,17150,37032,43498
Lahmada 011,12424,Valid,H5,1520.0,Found,1998.0,27.23033,-9.7505,"(27.23033, -9.7505)",Chondrite,H,Argentina,AR,16.0,6.0,17150,37032,43498
Lahmada 012,12425,Valid,H5,2510.0,Found,1998.0,27.23333,-9.7585,"(27.23333, -9.7585)",Chondrite,H,Argentina,AR,16.0,6.0,17150,37032,43498
Lahmada 013,12426,Valid,H6,1373.0,Found,1998.0,27.2335,-9.75817,"(27.2335, -9.75817)",Chondrite,H,Argentina,AR,16.0,6.0,17150,37032,43498
Lahmada 014,12427,Valid,H5,312.0,Found,1998.0,27.23633,-9.74133,"(27.23633, -9.74133)",Chondrite,H,Argentina,AR,16.0,6.0,17150,37032,43498
Lahmada 015,12428,Valid,H6,1455.0,Found,1998.0,27.2335,-9.75767,"(27.2335, -9.75767)",Chondrite,H,Argentina,AR,16.0,6.0,17150,37032,43498
Lahmada 016,12429,Valid,H5,998.0,Found,1998.0,27.23,-9.75667,"(27.23, -9.75667)",Chondrite,H,Argentina,AR,16.0,6.0,17150,37032,43498
Lahmada 017,12430,Valid,H5,85.0,Found,1998.0,27.2265,-9.74117,"(27.2265, -9.74117)",Chondrite,H,Argentina,AR,16.0,6.0,17150,37032,43498
Lahmada 018,12431,Valid,H5,226.0,Found,1998.0,27.285,-9.59017,"(27.285, -9.59017)",Chondrite,H,Argentina,AR,16.0,6.0,17150,37032,43498
Los Cerrillos,45815,Valid,H4,1000.0,Found,2006.0,-28.9725,-63.341111,"(-28.9725, -63.341111)",Chondrite,H,Argentina,AR,16.0,6.0,17150,37032,43498
Los Sauces,14710,Valid,Iron,997000.0,Found,1937.0,-29.41667,-66.85,"(-29.41667, -66.85)",Iron,Iron,Argentina,AR,16.0,6.0,17150,37032,43498
Lujan,14752,Valid,Iron,50.0,Found,1878.0,-34.66667,-59.36666999999999,"(-34.66667, -59.36667)",Iron,Iron,Argentina,AR,16.0,6.0,17150,37032,43498
Mercedes,34496,Valid,H5,3301.0,Found,1994.0,-34.66667,-59.333330000000004,"(-34.66667, -59.33333)",Chondrite,H,Argentina,AR,16.0,6.0,17150,37032,43498
Nahuel Niyeu,50766,Valid,H5,10540.0,Found,2005.0,-40.53333,-66.63333,"(-40.53333, -66.63333)",Chondrite,H,Argentina,AR,16.0,6.0,17150,37032,43498
Nicolás Levalle,52413,Valid,L5,60000.0,Found,1956.0,-38.85028,-62.878890000000006,"(-38.85028, -62.87889)",Chondrite,L,Argentina,AR,16.0,6.0,17150,37032,43498
Norquín,16996,Valid,"Iron, IIIAB",19250.0,Found,1945.0,-37.71667,-70.61667,"(-37.71667, -70.61667)",Iron,IIIAB,Argentina,AR,16.0,6.0,17150,37032,43498
Pampa del Infierno,18091,Valid,L6,896.0,Found,1895.0,-26.683329999999998,-61.083330000000004,"(-26.68333, -61.08333)",Chondrite,L,Argentina,AR,16.0,6.0,17150,37032,43498
Pitino,18836,Valid,H5,1667.0,Found,2002.0,-27.46667,-60.583330000000004,"(-27.46667, -60.58333)",Chondrite,H,Argentina,AR,16.0,6.0,17150,37032,43498
Puerta de Arauco,18896,Valid,Iron,1533.0,Found,1904.0,-28.883329999999997,-66.66667,"(-28.88333, -66.66667)",Iron,Iron,Argentina,AR,16.0,6.0,17150,37032,43498
Rincon,22606,Valid,L6,249.4,Found,1995.0,-23.870829999999998,-67.17639,"(-23.87083, -67.17639)",Chondrite,L,Argentina,AR,16.0,6.0,17150,37032,43498
Río Cuarto 001,44799,Valid,Eucrite,62.7,Found,,-32.87167,-64.22333,"(-32.87167, -64.22333)",Achondrite,Eucrite,Argentina,AR,16.0,6.0,17150,37032,43498
Rio Limay,22609,Valid,L5,280000.0,Found,1995.0,-39.85,-69.48333000000001,"(-39.85, -69.48333)",Chondrite,L,Argentina,AR,16.0,6.0,17150,37032,43498
San Borjita,23118,Valid,L4,12300.0,Found,1983.0,-27.558609999999998,-56.134440000000005,"(-27.55861, -56.13444)",Chondrite,L,Argentina,AR,16.0,6.0,17150,37032,43498
San Carlos,23119,Valid,H4,3600.0,Found,1942.0,-35.53333,-58.76667,"(-35.53333, -58.76667)",Chondrite,H,Argentina,AR,16.0,6.0,17150,37032,43498
Sierra Colorada,23588,Valid,L5,71300.0,Found,1995.0,-40.8,-67.48333000000001,"(-40.8, -67.48333)",Chondrite,L,Argentina,AR,16.0,6.0,17150,37032,43498
Tostado,24033,Valid,H6,22000.0,Found,1945.0,-29.23333,-61.76667,"(-29.23333, -61.76667)",Chondrite,H,Argentina,AR,16.0,6.0,17150,37032,43498
Vera,24161,Valid,L/LL4,80000.0,Found,1941.0,-29.91667,-60.28333000000001,"(-29.91667, -60.28333)",Chondrite,LL,Argentina,AR,16.0,6.0,17150,37032,43498
Viedma,24172,Valid,L5,6900.0,Found,2003.0,-41.06667,-62.85,"(-41.06667, -62.85)",Chondrite,L,Argentina,AR,16.0,6.0,17150,37032,43498
Villa Regina,53827,Valid,"Iron, IIIAB",5030.0,Found,,-39.1,-67.06667,"(-39.1, -67.06667)",Iron,IIIAB,Argentina,AR,16.0,6.0,17150,37032,43498
Adhi Kot,379,Valid,EH4,4239.0,Fell,1919.0,32.1,71.8,"(32.1, 71.8)",Chondrite,E,Pakistan,PK,241.0,93.0,39659,141256,204267
Gambat,10851,Valid,L6,6400.0,Fell,1897.0,27.35,68.53333,"(27.35, 68.53333)",Chondrite,L,Pakistan,PK,241.0,93.0,39659,141256,204267
Garhi Yasin,10860,Valid,"Iron, IIE",380.0,Fell,1917.0,27.883329999999997,68.53333,"(27.88333, 68.53333)",Iron,Iron,Pakistan,PK,241.0,93.0,39659,141256,204267
Jajh deh Kot Lalu,12067,Valid,EL6,973.0,Fell,1926.0,26.75,68.41667,"(26.75, 68.41667)",Chondrite,E,Pakistan,PK,241.0,93.0,39659,141256,204267
Jhung,12085,Valid,L5,5900.0,Fell,1873.0,31.3,72.38333,"(31.3, 72.38333)",Chondrite,L,Pakistan,PK,241.0,93.0,39659,141256,204267
Karkh,12262,Valid,L6,22000.0,Fell,1905.0,27.8,67.16667,"(27.8, 67.16667)",Chondrite,L,Pakistan,PK,241.0,93.0,39659,141256,204267
Karloowala,12263,Valid,L6,2950.0,Fell,1955.0,31.58333,71.6,"(31.58333, 71.6)",Chondrite,L,Pakistan,PK,241.0,93.0,39659,141256,204267
Khairpur,12288,Valid,EL6,13600.0,Fell,1873.0,29.53333,72.3,"(29.53333, 72.3)",Chondrite,E,Pakistan,PK,241.0,93.0,39659,141256,204267
