id, reclat, reclong, country, country_abrv
8444,-76.28193,156.40161,Antarctica,AQ
8445,-76.26583000000001,156.50531999999998,Antarctica,AQ
8446,-76.27931,156.41939,Antarctica,AQ
8447,-76.29151,156.44206,Antarctica,AQ
8448,-76.27343,156.49053,Antarctica,AQ
8449,-76.27893,156.51525,Antarctica,AQ
8450,-76.27377,156.48818,Antarctica,AQ
8451,-76.28809,156.44016000000002,Antarctica,AQ
8452,-76.27972,156.47218999999998,Antarctica,AQ
8453,-76.2683,156.42732,Antarctica,AQ
8454,-76.27068,156.43656000000001,Antarctica,AQ
8455,-76.2766,156.48896000000002,Antarctica,AQ
8456,-76.26589,156.51583,Antarctica,AQ
8457,-76.26535,156.49442,Antarctica,AQ
8458,-76.28612,156.46319,Antarctica,AQ
8459,-76.28143,156.40313,Antarctica,AQ
8460,-76.26568,156.4887,Antarctica,AQ
8461,-76.18333,157.16666999999998,Antarctica,AQ
8462,-76.27941,156.42732,Antarctica,AQ
8463,-76.18333,157.16666999999998,Antarctica,AQ
8464,-76.29063000000001,156.36756,Antarctica,AQ
8465,-76.27289,156.48126000000002,Antarctica,AQ
8466,-76.27082,156.45921,Antarctica,AQ
8467,-76.28141,156.47503,Antarctica,AQ
8468,-76.28316,156.50704,Antarctica,AQ
8469,-76.27906,156.4406,Antarctica,AQ
8470,-76.27855,156.42318999999998,Antarctica,AQ
8471,-76.26754,156.45027,Antarctica,AQ
8472,-76.279,156.42311,Antarctica,AQ
8473,-76.27927,156.42394,Antarctica,AQ
8474,-76.27869,156.45148,Antarctica,AQ
8475,-76.28242,156.42791,Antarctica,AQ
8476,-76.27713,156.46146000000002,Antarctica,AQ
8477,-76.28069,156.42556000000002,Antarctica,AQ
8478,-76.26668000000001,156.45038,Antarctica,AQ
8479,-76.26903,156.46517,Antarctica,AQ
8480,-76.26799,156.45597,Antarctica,AQ
8481,-76.29026,156.45207,Antarctica,AQ
8482,-76.28676999999999,156.39246,Antarctica,AQ
8483,-76.28739,156.48265,Antarctica,AQ
8484,-76.28279,156.4178,Antarctica,AQ
8485,-76.27776,156.4753,Antarctica,AQ
8486,-76.26659000000001,156.46244,Antarctica,AQ
8487,-76.26699,156.45895,Antarctica,AQ
8488,-76.28001,156.43259,Antarctica,AQ
8489,-76.27008000000001,156.54171000000002,Antarctica,AQ
8490,-76.28072,156.50143,Antarctica,AQ
8491,-76.27991999999999,156.43152,Antarctica,AQ
8492,-76.28863,156.43292,Antarctica,AQ
8493,-76.28144,156.43003000000002,Antarctica,AQ
8494,-76.2888,156.42257,Antarctica,AQ
8495,-76.28378000000001,156.45397,Antarctica,AQ
8496,-76.27955,156.46541000000002,Antarctica,AQ
8497,-76.27056,156.45228999999998,Antarctica,AQ
8498,-76.27795,156.4446,Antarctica,AQ
8499,-76.28064,156.4712,Antarctica,AQ
8500,-76.28868,156.46698999999998,Antarctica,AQ
8501,-76.28078000000001,156.43141,Antarctica,AQ
8502,-76.28894,156.41402,Antarctica,AQ
8503,-76.26935,156.48567,Antarctica,AQ
8504,-76.27071,156.44777,Antarctica,AQ
8505,-76.27595,156.46986,Antarctica,AQ
8506,-76.28563,156.42033,Antarctica,AQ
8507,-76.27073,156.44742,Antarctica,AQ
8508,-76.26787,156.44878,Antarctica,AQ
8509,-76.27923,156.48156,Antarctica,AQ
8510,-76.28113,156.47062,Antarctica,AQ
8511,-76.27683,156.473,Antarctica,AQ
8512,-76.28638000000001,156.41872,Antarctica,AQ
8513,-76.28153,156.413,Antarctica,AQ
8514,-76.27809,156.45451,Antarctica,AQ
8515,-76.2773,156.4595,Antarctica,AQ
8516,-76.28349,156.42791,Antarctica,AQ
8517,-76.27067,156.45316,Antarctica,AQ
8518,-76.27904000000001,156.41392,Antarctica,AQ
8519,-76.27271,156.447,Antarctica,AQ
8520,-76.27172,156.45039,Antarctica,AQ
8521,-76.26857,156.45213,Antarctica,AQ
8522,-76.27871,156.44065,Antarctica,AQ
8523,-76.2784,156.41976,Antarctica,AQ
8524,-76.26966999999999,156.45578999999998,Antarctica,AQ
8525,-76.27922,156.44865,Antarctica,AQ
8526,-76.27068,156.45224,Antarctica,AQ
8527,-76.28043000000001,156.47418000000002,Antarctica,AQ
8528,-76.27936,156.42358000000002,Antarctica,AQ
8529,-76.27916,156.42548,Antarctica,AQ
8530,-76.28,156.46954,Antarctica,AQ
8531,-76.26678000000001,156.45993,Antarctica,AQ
8532,-76.28056,156.4268,Antarctica,AQ
8533,-76.27185,156.46509,Antarctica,AQ
8534,-76.2815,156.42993,Antarctica,AQ
8535,-76.27975,156.43124,Antarctica,AQ
8536,-76.2786,156.42335,Antarctica,AQ
8537,-76.27109,156.44201999999999,Antarctica,AQ
8538,-76.27943,156.42858999999999,Antarctica,AQ
8539,-76.28116,156.47876000000002,Antarctica,AQ
8540,-76.28585,156.45513,Antarctica,AQ
8541,-76.27821,156.42006999999998,Antarctica,AQ
8542,-76.27298,156.43743999999998,Antarctica,AQ
8543,-76.26865,156.46633,Antarctica,AQ
8544,-76.26862,156.45523,Antarctica,AQ
8545,-76.28111,156.41951,Antarctica,AQ
8546,-76.27041,156.45093,Antarctica,AQ
8547,-76.27285,156.4512,Antarctica,AQ
8548,-76.28081999999999,156.4687,Antarctica,AQ
8549,-76.29084,156.41195,Antarctica,AQ
8550,-76.27668,156.446,Antarctica,AQ
8551,-76.28742,156.41609,Antarctica,AQ
8552,-76.28137,156.49452,Antarctica,AQ
8553,-76.28253000000001,156.49375,Antarctica,AQ
8554,-76.28022,156.51418,Antarctica,AQ
8555,-76.26961999999999,156.49471,Antarctica,AQ
8556,-76.28415,156.48629,Antarctica,AQ
8557,-76.27774000000001,156.52204,Antarctica,AQ
8558,-76.26985,156.49568,Antarctica,AQ
8559,-76.2873,156.47776000000002,Antarctica,AQ
8560,-76.26864,156.5012,Antarctica,AQ
8561,-76.28226,156.51238,Antarctica,AQ
8562,-76.27951,156.50857,Antarctica,AQ
8563,-76.27391999999999,156.50891000000001,Antarctica,AQ
8564,-76.28327,156.48787,Antarctica,AQ
8565,-76.28551,156.47311000000002,Antarctica,AQ
8566,-76.27738000000001,156.51248,Antarctica,AQ
8567,-76.28468000000001,156.47516000000002,Antarctica,AQ
8568,-76.27837,156.50225,Antarctica,AQ
8569,-76.28279,156.49686,Antarctica,AQ
8570,-76.2824,156.51672,Antarctica,AQ
8571,-76.27993000000001,156.48113999999998,Antarctica,AQ
8572,-76.28732,156.4767,Antarctica,AQ
8573,-76.28788,156.47024,Antarctica,AQ
8574,-76.28222,156.5107,Antarctica,AQ
8575,-76.28286,156.50181,Antarctica,AQ
8576,-76.27318000000001,156.52536,Antarctica,AQ
8577,-76.26799,156.50322,Antarctica,AQ
8578,-76.27634,156.51695,Antarctica,AQ
8579,-76.2746,156.52833,Antarctica,AQ
8580,-76.28457,156.48834,Antarctica,AQ
8581,-76.27937,156.49958,Antarctica,AQ
8582,-76.28438,156.47693,Antarctica,AQ
8583,-76.28629000000001,156.48989,Antarctica,AQ
8584,-76.26864,156.53124,Antarctica,AQ
8585,-76.28419,156.48786,Antarctica,AQ
8586,-76.27479,156.51961,Antarctica,AQ
8587,-76.26709,156.49726,Antarctica,AQ
8588,-76.27414,156.5056,Antarctica,AQ
8589,-76.28473000000001,156.48503,Antarctica,AQ
8590,-76.27466,156.49913,Antarctica,AQ
8591,-76.28078000000001,156.48709,Antarctica,AQ
8592,-76.28298000000001,156.47846,Antarctica,AQ
8593,-76.27363000000001,156.48838,Antarctica,AQ
8594,-76.27695,156.49708,Antarctica,AQ
8595,-76.28071,156.48123,Antarctica,AQ
8596,-76.27983,156.48266999999998,Antarctica,AQ
8597,-76.28404,156.4865,Antarctica,AQ
8598,-76.28076999999999,156.4968,Antarctica,AQ
